# Distinct values of the MiSTer arcade catalog columns the misterarcade
# mapper reads, pinned so the coverage tests do not depend on the
# gitignored, build-time download of the moving upstream file.
# Source: https://raw.githubusercontent.com/MiSTer-devel/ArcadeDatabase_MiSTer/main/ArcadeDatabase.csv
# (GPL-3.0), fetched 2026-09-24, md5 4ff5affea69fbce0c3791492c2af43f9.
# Refresh it from a newer catalog when upstream adds values, then curate
# whatever the coverage tests report. Format: column<TAB>value.
version	88622B-3
version	89624B
version	900112
version	900227
version	900302
version	900305
version	900405
version	900424
version	900608
version	900613
version	900619
version	900623
version	900715
version	900725
version	901012
version	901109
version	901120
version	901130
version	901990
version	910129
version	910204
version	910204, Conversion
version	910206
version	910214
version	910306
version	910318
version	910411
version	910513
version	910520
version	910522
version	910522, Rev G
version	910522, Rev H
version	910522, Rev I
version	910711
version	910731
version	910805
version	910910
version	911014
version	911101
version	911127
version	911127, B-Board 89625B-1
version	911127, B-Board 91634B-2
version	911202
version	911210, CPS-B-13
version	911210, CPS-B-17
version	920312
version	920313
version	920322
version	920513
version	920520
version	920611
version	920611, B-Board 90629B-3, no battery
version	920611, B-Board 91634B-2
version	920612
version	920701
version	920714
version	920714 Resale
version	920803
version	920928
version	921002
version	921005
version	921031
version	921209
version	925
version	930201
version	930223
version	930422
version	930713
version	930910
version	930911
version	930914
version	931005
version	931119
version	931203
version	931206
version	931220 L, Prototype
version	940113
version	940125
version	940215
version	940223
version	940223, Training Edition
version	940311
version	940322
version	940323
version	940412
version	940520
version	940524
version	940608
version	940630
version	940705
version	940705, alt
version	940808
version	940818
version	940831
version	940902
version	940916
version	940920
version	941011
version	941024
version	941208, rent version
version	941217
version	941219
version	941219, Unlocked
version	941222
version	950105
version	950117 V1.000
version	950123
version	950302
version	950307
version	950307, stop version
version	950314 V2.001
version	950316
version	950331
version	950403
version	950406
version	950407 V1.000
version	950420
version	950424
version	950428 V1.000
version	950511
version	950601
version	950605
version	950613 V1.000
version	950623 V1.005
version	950627
version	950718
version	950727
version	950727, Unlocked
version	950913 V0.990
version	950922
version	951006
version	951020 V1.208
version	951024
version	951109
version	951114 V1.000
version	951117
version	951117, Unlocked
version	951207
version	951218
version	951218 V1.000
version	951225
version	960104
version	960108 V1.000
version	960206
version	960208
version	960209
version	960213 V1.000
version	960223
version	960227
version	960229
version	960229, Training Edition
version	960304
version	960306
version	960314 V1.000
version	960319 V0.000
version	960430
version	960507 V1.000
version	960515 V1.000
version	960529
version	960531
version	960619
version	960620
version	960708
version	960709 V1.001
version	960712
version	960805
version	960805, Unlocked
version	960813
version	960821 V1.000
version	960826
version	960826, Unlocked
version	960909
version	960910
version	960910 V1.000
version	960919
version	961004
version	961023
version	961023, NO CD
version	961115 V0.001
version	961121, NO CD
version	961209 V1.000
version	961226 V1.000
version	970204, NO CD, BIOS set 1
version	970204, NO CD, BIOS set 2
version	970319
version	970416 V1.001
version	970519
version	970519, Aesthetic Mod v1.3
version	9705199, Aesthetic Mod
version	9705199, Training Edition
version	9705199, Unlocked
version	970620
version	970625
version	970702
version	970707
version	970707, Unlocked
version	970722
version	970827
version	970902 V1.000
version	970904
version	970913
version	970929
version	970930, NO CD
version	971007 V1.010
version	971012 V1.000
version	971017
version	971110 V0.001
version	971123 V1.000
version	971212 V1.000
version	971216 V1.000
version	971222
version	980112
version	980112, Onslaught Edition
version	980123
version	980123, Single PCB
version	980123, Unlocked
version	980124
version	980216 V1.000
version	980318 V0.105
version	980410 V1.000
version	980423 V1.002
version	980514 V1.002
version	980523 V1.000
version	980608 V1.000
version	980616, SAMPLE Version
version	980629
version	980629, Training Edition v1.1
version	980701
version	980709 V1.000
version	980727
version	980904
version	980904, Unlocked
version	980922 V1.006
version	981009 Japan
version	981110 V1.000
version	981202, NO CD
version	990108, NO CD
version	990128, NO CD
version	990222
version	990512, NO CD
version	990519
version	990527
version	990607 V1.400
version	990608, NO CD
version	990930 V1.100
version	Accelerator Pt. II
version	Accelerator, Set 1
version	Accelerator, Set 2
version	Alt
version	Alt.
version	Alternate
version	Alternative Levels
version	Amidar, Artemi
version	Amstar, Set 1
version	Amstar, Set 2
version	Arfyc
version	Assa, Spanish
version	Asteroids
version	Asteroids, Proel
version	Asteroids, Spanish
version	Asteroids, VGG
version	Atari
version	Atari, Rev 1
version	Atari, Rev 2
version	Attract Mode
version	B-Board 89624B-1
version	B-Board, 89624B-2
version	B-Board, 89624B-3
version	B-Board, 89625B-1
version	B-Board, 90629B-3
version	BKG
version	Baby Maze 1
version	Baby Maze 2
version	Baby Maze 3
version	Baby Maze 4
version	Barrel Control Coloring
version	Bell
version	Bootleg
version	Bootleg BA
version	Bubble Bobble
version	Bubble Bobble PCB
version	Bubble System
version	Budweiser
version	Budweiser, 831209
version	Budweiser, 840127
version	Budweiser, 840127, Alt. GFX
version	Bug Sprites
version	C64 BGM
version	CPS 1.5 Qsound
version	CPS Changer
version	CPS Changer, 950727
version	CPS Changer, 951020
version	CPS-2, 950922
version	CPS1.5 Qsound
version	CPS2, 950925, SAMPLE Version
version	CPS2, 950926, SAMPLE Version
version	CPS2, 951006, SAMPLE Version
version	Cadillacs and Dinosaurs, CPS1, Chinese
version	Cameltry Conversion
version	Casino Tech
version	Centuri
version	Centuri, Earlier
version	Centuri, Set 1
version	Centuri, Set 2
version	Cheat
version	Chinese
version	Chinese, Sangokushi II
version	Cockpit, German, Rev 1
version	Cockpit, Rev 1
version	Cockpit, Rev 2
version	Cocktail
version	Cocktail, Prototype
version	Cocktail, Set 1
version	Cocktail, Set 2
version	Color Hack
version	Comodo
version	Cruisin
version	Crunchy
version	Crush Roller Hardware
version	D and L
version	DS2
version	DStreet-6
version	Data East, Set 2
version	Dig Dug Conversion, Set 2
version	Dooyong License
version	Dual PCB
version	EAB
version	EPROM version
version	Earlier
version	Earlier Code
version	Early Test Version
version	Edition
version	Electric Cowboy
version	Electrogame, Spanish, Phoenix
version	Engineering Sample
version	English
version	English Prototype
version	English, Spanish, Set 1
version	English, Virtual Console
version	Ex Super, v090210
version	Extra Version
version	FD1089A 317-0018
version	FD1089A 317-0022
version	FD1089B 317-5021
version	FD1089B 317-unknown
version	FD1089B 317-xxxx
version	FD1094 317-0041
version	FD1094 317-0045
version	FD1094 317-0046
version	FD1094 317-0053
version	FD1094 317-0059
version	FD1094 317-0060
version	FD1094 317-0079
version	FD1094 317-0139
version	FD1094 317-0146
version	FD1094 317-0147
version	FD1094 317-0148
version	FD1094 317-0154
version	FD1094 317-0164
version	FD1094 317-0165
version	FD1094 317-0166
version	FD1094 317-0175
version	FD1094 317-0176
version	FD1094 317-0182
version	FD1094 317-0184
version	FD1094 317-0185
version	FD1094 317-0186
version	FD1094 317-0187
version	FD1094 317-0190
version	FD1094 317-0194
version	FD1094 317-0196
version	FD1094 317-0197A
version	FD1094 317-0197B
version	FD1094 317-0198A
version	FD1094 317-5023
version	FD1094-8751 317-0157
version	FD1094-8751 317-0158
version	FD1094-8751 317-0159
version	FR Revision 1
version	FT Revision 1
version	FT Version
version	FU Version
version	FX version
version	Fast
version	Fast Shoot
version	Fast Shoot, Set 1
version	Fillmore license
version	First Version
version	Foundry
version	Foundry, Hack
version	Free Play
version	Freerun
version	French Speech, Rev RC31
version	Fri Feb 13 1998
version	G. Universal Video
version	GDR
version	GFX Fix
version	GP2
version	GP2 Rev B
version	GP3
version	GP3 Rev C
version	GP3 Rev D
version	GalagaX + C64 Music
version	Galaxian Hardware
version	Galaxy X
version	Game Corporation, Set 1
version	Game Corporation, Set 2
version	German
version	German Speech, Rev RC31
version	Greek
version	Gyruss
version	Hack
version	Hack, v0.29.7
version	Hard
version	Hearts
version	Hellomat Automaten
version	I-Vics
version	Irecsa
version	Irecsa - G.G.I Corp, Set 1
version	Irecsa - G.G.I Corp, Set 2
version	Irecsa - G.G.I Corp, Set 3
version	Irecsa - G.G.I Corp, Set 4
version	Irem
version	Italian Bootleg, Harder
version	Itisa
version	JT, Set 1
version	Jail
version	Japan YM2610
version	Japan, Set 1
version	Japan, Set 2
version	Japanese
version	Jeutal
version	Joystick
version	Karateco
version	Karateco, Set 1
version	Karateco, Set 2
version	Konami Bugfixed
version	Kyoei
version	Kyoko
version	Lady Bug, Set 2
version	Laguna, Spanish, Phoenix
version	Latest Version
version	Level Select Set 1
version	Level Select, Set 2
version	Level Select, Set 3
version	Level Selection
version	M10
version	M107 hardware
version	M3
version	M72 hardware
version	MC-8123
version	MC-8123, 317-0040
version	MC-8123, 317-0042
version	MC-8123, 317-0064
version	MC8123, 317-0057
version	MCR-3 Mono Board Version
version	Marti Colls
version	Mask Rom version
version	Maze 1
version	Maze 2
version	Maze 3
version	Maze 4
version	Midway
version	Midway, Cocktail
version	Midway, Harder
version	Midway, Set 1
version	Midway, Speedup
version	Mixed
version	Mon Dec 22 1997
version	Moon Cresta hardware
version	Moon Patrol
version	Moonaln
version	Ms. Pac-Man Attack 1
version	Ms. Pac-Man Attack 2
version	Ms. Pac-Man Attack 3
version	Ms. Pac-Man Attack 4
version	Ms. Pac-Man Maze 1
version	Ms. Pac-Man Maze 2
version	Ms. Pac-Man Maze 3
version	Ms. Pac-Man Maze 4
version	Mstreet-6, Set 1
version	Mstreet-6, Set 2
version	Mstreet-6, Set 3
version	Namco
version	Namco Rev. B
version	Namco, Set 1
version	New
version	New Invasion
version	New Legacy v0.4
version	New Ver
version	New Ver.
version	New Ver. (DS3)
version	New Ver. (YD2, Rev B)
version	New Version (AT- HK) (Sat Mar 2 1996)
version	New Version, SH3
version	New Version, Virtual Console
version	Newer
version	Niemer
version	Niemer S.A.
version	No Level Select
version	No Protection
version	Old
version	Old Ver
version	Old Ver. (DS1)
version	Old Ver. (YD1)
version	Old Version, SH2
version	Old Version, Virtual Console
version	Old ver
version	Older
version	Oldest
version	Orca Bootleg
version	Original Inviso
version	Pac-Man Conversion
version	Pac-Man Font
version	Pac-Man GFX
version	Pac-Man Hardware
version	Pace
version	Patched
version	Patched, Blue-201
version	Pauline, Rev 5
version	Petaco S.A.
version	Phoenix
version	Phoenix Edition
version	Phoenix, 8085A CPU
version	Phoenix, Z80 CPU, Single PROM
version	Playtronic
version	Pneumatic Buttons
version	Ponpoko with Mario
version	Popeye
version	Popeye, Cheat
version	Popeye, Fast
version	Program 1
version	Program code G
version	Program code I
version	Protected
version	Protected, Set 2
version	Prototype
version	Quicken
version	Quicken Pt. 1
version	RE
version	Rainbow, Set 3
version	Recreativos Franco, Spanish, Phoenix
version	Red
version	Red Label
version	Red Wave
version	Red Wave Pt. II
version	Redux, for BB PCB
version	Remix, Rev 1.8
version	Rental Version
version	Resale
version	Resale, 940921
version	Rescue
version	Rev 0
version	Rev 0.2
version	Rev 04
version	Rev 1
version	Rev 1+
version	Rev 1.0
version	Rev 1.3, DE-0397-0 PCB
version	Rev 1.4
version	Rev 1.6
version	Rev 1.9
version	Rev 10
version	Rev 12
version	Rev 13
version	Rev 14
version	Rev 15
version	Rev 2
version	Rev 2, 860804
version	Rev 3
version	Rev 3 hack
version	Rev 3, 860827
version	Rev 4
version	Rev 4.0 09-28-92
version	Rev 5
version	Rev 6
version	Rev 7
version	Rev 7.00
version	Rev 8
version	Rev 8.00
version	Rev 9
version	Rev A
version	Rev A, 4 Players
version	Rev A, 88616B
version	Rev A, FD1089A 317-0022
version	Rev A, FD1094 317-5023A
version	Rev A, No Protection
version	Rev AA, 88618B-2
version	Rev B
version	Rev C
version	Rev C, 88618B-2
version	Rev C, 88621B-2
version	Rev C, FD1089A 317-0022
version	Rev D
version	Rev E
version	Rev E, 88618B-2
version	Rev G
version	Rev LA1
version	Rev LA1 01-10-92
version	Rev LA4 08-03-92
version	Rev LA5 02-15-91
version	Rev Old
version	Rev RA1
version	Rev RC28
version	Rev RC31
version	Rev. 1
version	Rev. 2
version	Rev. 3
version	Rev. 4
version	Rev. 5
version	Rev. A, unprotected
version	Rev. B
version	Reverse
version	Revised Code
version	Revised Hardware
version	Revised Sound hw
version	Revised code, Rev 1
version	Revision 1
version	Revision 2
version	Rom Version
version	Romstar
version	Root Beer
version	Rotary
version	S16A, FD1089B 317-0027
version	S16A, No Protection
version	S16A, Set 6, No Protection
version	S16A,Old Ver
version	S16B, FD1089A 317-0028
version	S16B, Set 1
version	S16B, Set 2
version	S16B, Set 3
version	S16B, Set 4
version	S16B, Set 5, No Protection
version	S16B, Set 6, No Protection
version	SB1
version	SB2
version	SC
version	SH1
version	SP Ver
version	SP Ver Old
version	Satsuei Version
version	Scramble
version	Scramble Hardware
version	Scramble ver
version	Scramble, Spanish
version	Sega
version	Sega, Set 2
version	Set 1
version	Set 1 bootleg with I8031
version	Set 1, 315-5177
version	Set 1, 317-0021
version	Set 1, 8751 317-0095
version	Set 1, 8751 317-0099
version	Set 1, Alpha68k II PCB
version	Set 1, FD1089A 317-0167
version	Set 1, FD1094 317-0110
version	Set 1, FD1094 317-0127A
version	Set 1, FD1094 317-0131
version	Set 1, FD1094 317-0142
version	Set 1, Rev A
version	Set 1, Rev C
version	Set 1, unprotected
version	Set 2
version	Set 2 bootleg with I8031
version	Set 2, 317-0115
version	Set 2, 8751 317-0104
version	Set 2, 8751 317-0112
version	Set 2, FD1089B 317-0168
version	Set 2, FD1094 317-0094
version	Set 2, FD1094 317-0127A
version	Set 2, FD1094 317-0128
version	Set 2, FD1094 317-0143
version	Set 2, No Protection
version	Set 2, Rev B
version	Set 2, bootleg?
version	Set 3
version	Set 3, FD1094 317-0096
version	Set 3, FD1094 317-0116
version	Set 3, FD1094 317-0120
version	Set 3, FD1094 317-0129
version	Set 3, bootleg
version	Set 3, unprotected
version	Set 4
version	Set 4, FD1094 317-0121
version	Set 4, FD1094 317-0130
version	Set 4, earlier
version	Set 5
version	Set 5, FD1094 317-0122
version	Set 6
version	Set 6, 8751 317-123A
version	Set 7
version	Set 8
version	Set 9
version	Set F-2
version	Shot in the Corner, 1987
version	Shuffle
version	Sidam
version	Sil Hack, Cheat
version	Simpsons
version	Simpsons, v81
version	Single
version	Single PCB
version	Solid Red Label
version	Sonic, Spanish
version	Spanish
version	Spanish Speech, Rev RC32
version	Spanish, Centromatic S.A.
version	Spanish, Crazy Kong
version	Spanish, Petaco, S.A.
version	Spanish, UniWar S
version	Special
version	Speech
version	Speedy
version	Sr Street hack
version	Stargate upgrade
version	Stern
version	Stern, Set 1
version	Stern, Set 1, Cheat
version	Stern, Set 2
version	Suntory
version	Super Cobra
version	Supercharger + C64 Music
version	Superg
version	Swarm
version	System 16C
version	System E
version	T.P.N.
version	TTL
version	Taito
version	Taito, Bigger ROMs
version	Taiwan, PAL
version	Tayto
version	Tayto, Harder
version	Tecfri
version	Tecfri PCB
version	Tecfri license
version	Teki Paki hardware
version	Tester
version	The Punisher, CPS1, Chinese
version	The Punisher, CPS1.5, Chinese
version	Tie-Die
version	Tie-Die v2, 2015
version	Tokio Prototype
version	Trainer
version	Tron Conversion
version	Tron Hardware
version	Tue Jun 8 1999
version	Type 2 (DK- CN) (Tue Apr 2 1996)
version	Type 2 (EU - US - JP - AS) (Sat Mar 2 1996)
version	ULA protected, set 1
version	ULA protected, set 2
version	UPL
version	US Rev 5
version	US Rev 6
version	US YM2610
version	Unencrypted, Cheat
version	UniWar S
version	UniWar S, Spanish
version	Universal, Set 1
version	Unknown Rev
version	Unl. Lives
version	Unl. Lives, slower
version	Unprotected
version	Upright, AY8912
version	Upright, German, Rev 1
version	Upright, German, Rev 2
version	Upright, German, Rev 3
version	Upright, German, Rev X
version	Upright, Rev 1
version	Upright, Rev 2
version	Upright, Rev 3
version	Upright, Rev 4
version	Vector
version	Venture Line
version	Ver -
version	Ver 1.0
version	Ver 1.1
version	Ver 3
version	Ver 5-12
version	Ver 6-15
version	Ver 6-17
version	Ver 6-25
version	Ver AAD
version	Ver ABD
version	Ver ADD
version	Ver D
version	Ver EAA
version	Ver EAA 1993 10.4
version	Ver EAA 1993 10.8
version	Ver EAA 1993 9.10 prototype
version	Ver EAB
version	Ver EAC
version	Ver EAD
version	Ver EB-A
version	Ver EBC
version	Ver EBD
version	Ver JA1, Type H
version	Ver JAB
version	Ver JAC
version	Ver JAD
version	Ver JBD
version	Ver N
version	Ver P
version	Ver R
version	Ver T
version	Ver U
version	Ver UAB
version	Ver UAB 1993 10.12, dedicated twin cabinet
version	Ver UAB 1993 9.10, dedicated twin cabinet
version	Ver UAC
version	Ver UBA 1993 10.8
version	Ver UBA 1993 10.8, demux adapter
version	Ver UBC
version	Ver UDA
version	Ver W
version	Ver Z
version	Ver. 1
version	Ver. 1.01
version	Ver. 2
version	Ver. 3
version	Ver. 4
version	Ver. 94.04.08, set 1
version	Ver. 94.04.08, set 2
version	Ver. 95.06.20
version	Ver. AAA
version	Ver. ADA
version	Ver. AEA
version	Ver. EAA
version	Ver. EBA
version	Ver. EM-1
version	Ver. EM-2
version	Ver. EM-3
version	Ver. EM-4
version	Ver. EM-5
version	Ver. JAA
version	Ver. JBA
version	Ver. JEA
version	Ver. JM-3
version	Ver. K
version	Ver. L
version	Ver. M
version	Ver. N
version	Ver. UAB
version	Ver. UBB
version	Ver. UEB
version	Version 95-03-21
version	Version 95-03-22
version	Version 95-03-22B
version	Version ADA
version	Version D
version	Version E
version	Version E, Encrypted
version	Version EAA
version	Version EBA
version	Version G, Encrypted
version	Version H, Encrypted
version	Version I, Encrypted
version	Version J
version	Version K
version	Version L
version	Version M
version	Version N
version	Version OAA
version	Version P
version	Version R
version	Version S
version	Version T
version	Version UAA
version	Version UDA
version	Version UEA
version	Videotron
version	Vulgus
version	Wave 201 Start, 2012
version	Wed Apr 7 1999
version	Weird Fruit
version	White-Red Label
version	Williams
version	Williams license
version	World Games
version	World YM2610
version	YD3
version	YM3526 set 1
version	YM3526 set 2
version	YM3526 set 3
version	YYC
version	Yada East bootleg
version	Yellow-Orange Label
version	Z80 sound, set 1
version	Z80 sound, set 2
version	Zero Wing TP-015 PCB Conversion
version	bootleg
version	bootleg of FD1089B 317-0034 set
version	bootleg on Naughty Boy PCB
version	bootleg, set 1
version	bootleg, set 2
version	decrypted
version	dual screen
version	dual screen, rev 1
version	dual screen, rev 2
version	earlier version
version	easier
version	hack
version	harder
version	no BKG
version	no Protection
version	not Encrypted
version	prototype
version	prototypex
version	rev 1
version	rev 2
version	rev 2, set 1
version	rev 2, set 2
version	rev 3
version	rev 4
version	rev 7
version	rev A
version	revision 3
version	revision B
version	set 1
version	set 2
version	unprotected
version	unprotected, ver. 2.0
version	v0.0
version	v0.05
version	v0.1
version	v0.10
version	v0.11
version	v0.98c
version	v1.0
version	v1.01
version	v1.1
version	v1.2
version	v1.2, Bubble Bobble PCB
version	v1.3, 92.11.26
version	v1.3, Fast
version	v1.5, 92.12.07
version	v1.7, 92.12.14
version	v2
version	v2.1
version	v3.0
version	v3.0 set 1
version	v3.0 set 2
version	v5.0
version	v5.1
version	ver 4
version	ver. 1
version	ver. 1.0
version	ver. 1.0.1870
version	ver. 1.0.1878
version	ver. 1.0.1884
version	ver. 1.0.1885
version	ver. 100
version	ver. 100MG
version	ver. 102
version	ver. 103
version	ver. 104
version	ver. 105
version	ver. 106
version	ver. 107
version	ver. 109
version	ver. 126
version	ver. 200
version	ver. 300
version	ver. B
version	version 1
version	version 2
version	version 3
version	version 3, newer
version	version R
version	version S
version	version S, split
alternative	no
alternative	yes
platform	Alpha Denshi Champion Base Ball hardware
platform	Atari 6502
platform	Atari 68000
platform	Atari Battle Zone hardware
platform	Atari Centipede based
platform	Atari Discrete hardware
platform	Atari Gauntlet based
platform	Atari Klax hardware
platform	Atari Missile Command
platform	Atari System-1
platform	Atari System-2
platform	Atari Vector
platform	Blue Print hardware
platform	CAVE 68000
platform	Capcom CPS-0
platform	Capcom CPS-1
platform	Capcom CPS-1.5
platform	Capcom CPS-2
platform	Capcom CPS-3
platform	Capcom Mitchell
platform	Cinematronics Jack The Giantkiller hardware
platform	Cinematronics Laserdisc
platform	Computer Space
platform	DATA EAST MEC-M1
platform	Data East Act-Fancer hardware
platform	Data East Burger Time hardware
platform	Data East Caveman Ninja hardware
platform	Data East Crude Buster hardware
platform	Data East DE-0359 hardware
platform	Data East DE-0379 hardware
platform	Data East DE-0397 hardware
platform	Data East DEC8 hardware
platform	Data East DECO Cassette
platform	Data East Dark Seal hardware
platform	Data East Diet Go Go hardware
platform	Data East Double Wings hardware
platform	Data East Karnov hardware
platform	Data East MEC-M1
platform	Data East Pocket Gal hardware
platform	Data East Rohga hardware
platform	Data East Super Burger Time hardware
platform	Data East Thunder Zone hardware
platform	Data East Tumble Pop hardware
platform	Data East Unique
platform	Data East Vapor Trail hardware
platform	Data East Z80 based
platform	Donkey Kong hardware
platform	Dottori-Kun hardware
platform	Exidy Licensed
platform	Exidy Universal Game Board Ver. 2
platform	Gaelco hardware
platform	Game Plan hardware
platform	IGS PGM
platform	Irem M107
platform	Irem M52
platform	Irem M57
platform	Irem M62
platform	Irem M72
platform	Irem M75
platform	Irem M90
platform	Irem M92
platform	Irem Unique
platform	Jaleco Exerion based
platform	Jaleco Ginga Ninkyouden hardware
platform	Jaleco Mega System 1
platform	Jaleco Naughty Boy hardware
platform	Jaleco Psychic 5 hardware
platform	Jaleco Unique
platform	Kaneko Gals Panic hardware
platform	Kangaroo hardware
platform	Kiwako Mr. Jong hardware
platform	Konami 6309 based
platform	Konami 6809 based
platform	Konami Ajax hardware
platform	Konami Aliens based
platform	Konami Asterix hardware
platform	Konami Contra based
platform	Konami Double Dribble based
platform	Konami Dual 6809 based
platform	Konami G.I. Joe hardware
platform	Konami GX400
platform	Konami Gradius III hardware
platform	Konami Green Beret based
platform	Konami Juno First hardware
platform	Konami Run and Gun hardware
platform	Konami Scramble based
platform	Konami Surprise Attack hardware
platform	Konami TMNT 2 based
platform	Konami TMNT based
platform	Konami The Simpsons hardware
platform	Konami Thunder X hardware
platform	Konami Tutankham hardware
platform	Konami Twin16 hardware
platform	Konami Unique
platform	Konami Vendetta hardware
platform	Konami X-Men hardware
platform	Konami Z80
platform	Kyugo hardware
platform	Mario Bros. hardware
platform	Mat Mania hardware
platform	Midway 8080
platform	Midway Astrocade
platform	Midway MCR
platform	Midway MCR1
platform	Midway MCR2
platform	Midway MCR3
platform	Midway Y-Unit
platform	Mr. Do hardware
platform	Mylstar
platform	Namco Baraduke hardware
platform	Namco Galaga based
platform	Namco Galaxian based
platform	Namco Pac-Man hardware
platform	Namco Super Pac-Man hardware
platform	Namco System 86
platform	Namco System-1
platform	Namco Unique
platform	Nichibutsu M68000 (Armed F)
platform	Nichibutsu M68000 (Terra Cresta)
platform	Nichibutsu Z80 (Galivan)
platform	Nintendo Aleck64 hardware
platform	Nintendo Arcade
platform	Poly Play hardware
platform	Psikyo SH-2 hardware
platform	Rare Unique hardware
platform	SNK - Alpha Denshi
platform	SNK 68000
platform	SNK Triple Z80
platform	SNK Unique
platform	SNK6502 hardware
platform	Sega Blockade hardware
platform	Sega G80 Vector
platform	Sega Out Run hardware
platform	Sega ST-V
platform	Sega System 1
platform	Sega System 16
platform	Sega System 18
platform	Sega System E
platform	Sega Unique
platform	Sega VIC Dual
platform	Sega Z80
platform	Sega Zaxxon based
platform	Seibu Blood Bros hardware
platform	Seibu Cabal hardware
platform	Seibu D-Con hardware
platform	Seibu Legionnaire hardware
platform	Seibu Raiden 2 hardware
platform	Seibu Raiden hardware
platform	Seibu Toki hardware
platform	Seta 68000 based
platform	Solomon's Key hardware
platform	Stern based
platform	Sun Electronics Arabian hardware
platform	TIAMC1
platform	Taito 68000 based
platform	Taito 8080
platform	Taito Arkanoid hardware
platform	Taito Bubble Booble based
platform	Taito Darius hardware
platform	Taito F2 System
platform	Taito Kick and Run hardware
platform	Taito Licensed
platform	Taito N.Y. Captor hardware
platform	Taito Ninja Warriors hardware
platform	Taito Qix Hardware
platform	Taito System SJ
platform	Taito The FairyLand Story hardware
platform	Taito The NewZealand Story hardware
platform	Taito Unique
platform	Taito Volfied hardware
platform	Taito Warrior Blade hardware
platform	Taito Z80
platform	Technos 6309 based
platform	Technos Block Out hardware
platform	Technos Unique
platform	Technos Xain'd Sleena hardware
platform	Tecmo Ninja Gaiden hardware
platform	Tecmo Senjyo hardware
platform	Tecmo Tehkan hardware
platform	Tecmo hardware
platform	Tehkan hardware
platform	Toaplan 1
platform	Toaplan 2
platform	Toaplan Slap Fight hardware
platform	Toaplan Snow Bros hardware
platform	Toaplan Twin Cobra hardware
platform	UPL Unique
platform	Universal Cosmic Guerilla hardware
platform	Universal Cosmic hardware
platform	Universal Lady Bug
platform	Vastar hardware
platform	Williams 1st Generation
platform	Williams 2nd Generation
series	19XX
series	Adventure Canoe
series	Air Duel
series	Alien
series	All Japan Pro Wrestling
series	Alpine Ski
series	Arkanoid
series	Asteroids
series	Bank Panic
series	Baraduke
series	Battle Zone
series	Battletoads
series	Bio Attack
series	Blade Master
series	Block Block
series	BlockBuster
series	Bomber Man
series	Bosconian
